"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Average","2025-04-02 00:33:30","2025-04-02 00:41:30","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","7 J:: Disk is overloaded (util > 92% for 15m)","8m","No","","Application: Disk 7 J:"
"Disaster","2025-04-02 00:30:41","2025-04-02 00:31:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-02 00:30:39","2025-04-02 00:31:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-02 00:29:47","2025-04-02 00:44:47","RESOLVED","(HEP) SERVIDOR HEPPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","15m","No","","Application: Disk sda"
"Disaster","2025-04-02 00:27:06","2025-04-02 00:28:06","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","ICMP PING is unavailable","1m","No","Actions (6)","Application: ICMP, GLPI: Yes, GLPICat: 2883"
"Warning","2025-04-02 00:25:30","2025-04-02 00:28:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/1()"
"Warning","2025-04-02 00:25:05","2025-04-02 00:35:05","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP02","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","10m","No","","Application: Disk sda"
"Warning","2025-04-02 00:22:30","2025-04-02 00:40:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface management(): High error rate ( > 2 for 5m)","18m","No","","Application: Interface management()"
"Warning","2025-04-02 00:20:06","2025-04-02 00:25:06","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP02","sdb: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sdb"
"Warning","2025-04-02 00:19:46","2025-04-02 00:29:46","RESOLVED","(UDI) SERVIDOR UDIPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","10m","No","","Application: Disk sda"
"High","2025-04-02 00:17:41","2025-04-02 02:02:41","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","High Memory Utilization ( >90% for 10m)","1h 45m","No","Actions (2)","Application: Memory"
"Average","2025-04-02 00:15:29","2025-04-02 00:18:29","RESOLVED","(CTEC) SERVIDOR ILUPBIEDW01","4 J:: Disk write request responses are too high (write > 0.02s for 15m)","3m","No","","Application: Disk 4 J:"
"Average","2025-04-02 00:15:03","2025-04-02 00:19:03","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","2 E:: Disk is overloaded (util > 92% for 15m)","4m","No","","Application: Disk 2 E:"
"Average","2025-04-02 00:14:53","2025-04-02 01:17:11","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","2 E:: Disk read request responses are too high (read > 0.02s for 15m","1h 2m 18s","No","","Application: Disk 2 E:"
"Average","2025-04-02 00:14:41","2025-04-02 00:22:41","RESOLVED","(CTEC) SERVIDOR ILUPBIEDW01","4 J:: Disk is overloaded (util > 92% for 15m)","8m","No","","Application: Disk 4 J:"
"High","2025-04-02 00:13:26","2025-04-02 00:30:26","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM01","C:: High Disk Space Utilization (used > 85%)","17m","No","Actions (2)","Application: Filesystem C:"
"Warning","2025-04-02 00:12:34","2025-04-02 00:27:34","RESOLVED","(USAM) SERVIDOR USMPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","15m","No","","Application: Disk sda"
"Warning","2025-04-02 00:10:30","2025-04-02 00:16:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface management(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface management()"
"Warning","2025-04-02 00:07:30","2025-04-02 00:16:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","9m","No","","Application: Interface Internal-Data0/1()"
"Warning","2025-04-02 00:04:47","2025-04-02 00:09:47","RESOLVED","(HEP) SERVIDOR HEPPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sda"
"Information","2025-04-02 00:03:35","2025-04-02 00:28:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","25m","No","","Application: General"
"Warning","2025-04-02 00:03:14","2025-04-02 00:08:14","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sda, Canvas: MySQL"
"Warning","2025-04-01 23:55:55","2025-04-02 00:45:55","RESOLVED","(UDI) SERVIDOR UDIPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","50m","No","","Application: Disk sda"
"Warning","2025-04-01 23:50:07","2025-04-02 00:05:07","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","15m","No","","Application: Disk sda, Canvas: MySQL"
"Information","2025-04-01 23:48:35","2025-04-01 23:53:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","5m","No","","Application: General"
"Warning","2025-04-01 23:45:31","2025-04-01 23:50:29","RESOLVED","(UDI) SERVIDOR UDIPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 58s","No","","Application: Disk sda, Canvas: MySQL"
"Warning","2025-04-01 23:37:46","2025-04-01 23:42:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Average","2025-04-01 23:37:17","2025-04-01 23:42:17","RESOLVED","(CTEC) SERVIDOR VEEAM BACKUP TIER1","1: Disk is overloaded (util > 92% for 15m)","5m","No","","Application: Disk 1"
"Disaster","2025-04-01 23:36:15","2025-04-01 23:37:15","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP02","TCP Port 8080 is not avalaible","1m","No","Actions (4)","Application: Listening Ports, GLPI: Yes, GLPICat: 2885"
"Disaster","2025-04-01 23:36:11","2025-04-01 23:37:11","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP02","TCP Port 4201 is not avalaible","1m","No","Actions (4)","Application: Listening Ports, GLPI: Yes, GLPICat: 2885"
"Warning","2025-04-01 23:34:48","2025-04-01 23:39:47","RESOLVED","(HEP) SERVIDOR HEPPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 59s","No","","Application: Disk sda"
"Warning","2025-04-01 23:28:39","2025-04-02 02:08:39","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","High swap space usage ( more than 80% used)","2h 40m","No","","Application: Memory"
"Disaster","2025-04-01 23:23:44","2025-04-01 23:24:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","54s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 23:23:43","2025-04-01 23:24:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","57s","No","Actions (2)","Application: Pool status"
"Average","2025-04-01 23:23:25","2025-04-01 23:25:25","RESOLVED","(CTEC) SERVIDOR ILUPFIM01","0 C:: Disk read request responses are too high (read > 0.02s for 15m","2m","No","","Application: Disk 0 C:"
"Warning","2025-04-01 23:22:30","2025-04-01 23:46:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface management(): High error rate ( > 2 for 5m)","24m","No","","Application: Interface management()"
"Disaster","2025-04-01 23:19:40","2025-04-01 23:20:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 23:19:23","2025-04-01 23:24:21","RESOLVED","(CTEC) SERVIDOR HEPPBUIAPP01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 58s","No","","Application: Disk sda"
"Warning","2025-04-01 23:16:30","2025-04-01 23:22:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/1()"
"Average","2025-04-01 23:15:40","2025-04-01 23:17:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","2m","No","","Application: Disk 1 D:"
"Warning","2025-04-01 23:15:02","2025-04-01 23:20:02","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP02","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sda"
"Warning","2025-04-01 23:12:34","2025-04-01 23:17:34","RESOLVED","(USAM) SERVIDOR USMPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sda"
"Average","2025-04-01 23:04:25","2025-04-01 23:05:25","RESOLVED","(CTEC) SERVIDOR ILUPFIM01","0 C:: Disk read request responses are too high (read > 0.02s for 15m","1m","No","","Application: Disk 0 C:"
"Warning","2025-04-01 23:01:30","2025-04-01 23:13:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","12m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-01 22:59:47","2025-04-01 23:19:47","RESOLVED","(HEP) SERVIDOR HEPPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","20m","No","","Application: Disk sda"
"Disaster","2025-04-01 22:58:41","2025-04-01 22:59:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 22:58:41","2025-04-01 22:59:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","58s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 22:54:18","2025-04-01 23:08:18","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM01","The Memory Pages/sec is too high (over 1000 for 5m)","14m","No","","Application: Memory"
"Warning","2025-04-01 22:50:09","2025-04-02 01:35:09","RESOLVED","(CTEC) SERVIDOR COP-SCCM02","High swap space usage ( more than 80% used)","2h 45m","No","","Application: Memory"
"Warning","2025-04-01 22:49:39","2025-04-01 22:54:39","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP01","sdb: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sdb"
"Average","2025-04-01 22:49:05","2025-04-01 22:54:05","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM01","3 F:: Disk is overloaded (util > 92% for 15m)","5m","No","","Application: Disk 3 F:"
"Disaster","2025-04-01 22:44:41","2025-04-01 22:45:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 22:44:39","2025-04-01 22:45:42","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 3s","No","Actions (2)","Application: Pool status"
"Information","2025-04-01 22:43:35","2025-04-01 23:38:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","55m","No","","Application: General"
"Warning","2025-04-01 22:43:30","2025-04-01 23:16:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface management(): High error rate ( > 2 for 5m)","33m","No","","Application: Interface management()"
"Warning","2025-04-01 22:40:56","2025-04-01 22:50:55","RESOLVED","(UDI) SERVIDOR UDIPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","9m 59s","No","","Application: Disk sda"
"Average","2025-04-01 22:40:21","2025-04-01 23:10:21","RESOLVED","(CTEC) SERVIDOR COP-SCCM02","3 S:: Disk is overloaded (util > 95% for 15m)","30m","No","","Application: Disk 3 S:"
"High","2025-04-01 22:35:50","2025-04-01 22:39:50","RESOLVED","(CTEC) SERVIDOR C3P-CANVSQL01","E:: High Disk Space Utilization (used > 85%)","4m","No","Actions (2)","Application: Filesystem E:"
"Warning","2025-04-01 22:28:56","2025-04-01 22:34:56","RESOLVED","(NAP) N3K - A","Interface Vlan101(): High bandwidth usage ( > 90% )","6m","No","","Application: Interface Vlan101()"
"Average","2025-04-01 22:28:40","2025-04-01 22:35:40","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM01","2 E:: Disk write request responses are too high (write > 0.02s for 15m)","7m","No","","Application: Disk 2 E:"
"Average","2025-04-01 22:28:04","2025-04-01 22:36:04","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM01","2 E:: Disk is overloaded (util > 92% for 15m)","8m","No","","Application: Disk 2 E:"
"Warning","2025-04-01 22:25:03","2025-04-01 22:35:06","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP02","sdb: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","10m 3s","No","","Application: Disk sdb"
"Warning","2025-04-01 22:19:30","2025-04-01 22:31:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface management(): High error rate ( > 2 for 5m)","12m","No","","Application: Interface management()"
"High","2025-04-01 22:16:41","2025-04-01 23:02:41","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","High Memory Utilization ( >90% for 10m)","46m","No","Actions (2)","Application: Memory"
"Warning","2025-04-01 22:16:30","2025-04-01 22:22:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/1()"
"Average","2025-04-01 22:15:44","2025-04-01 22:55:44","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","6 J:: Disk read request responses are too high (read > 0.02s for 15m","40m","No","","Application: Disk 6 J:"
"Average","2025-04-01 22:15:41","2025-04-01 22:34:41","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","3 G:: Disk read request responses are too high (read > 0.02s for 15m","19m","No","","Application: Disk 3 G:"
"Average","2025-04-01 22:15:40","2025-04-01 22:17:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","2m","No","","Application: Disk 1 D:"
"Average","2025-04-01 22:15:32","2025-04-01 22:57:17","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","3 G:: Disk is overloaded (util > 92% for 15m)","41m 45s","No","","Application: Disk 3 G:"
"Average","2025-04-01 22:15:21","2025-04-01 22:20:21","RESOLVED","(CTEC) SERVIDOR COP-SCCM02","3 S:: Disk is overloaded (util > 95% for 15m)","5m","No","","Application: Disk 3 S:"
"Average","2025-04-01 22:15:20","2025-04-01 22:56:20","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","6 J:: Disk is overloaded (util > 92% for 15m)","41m","No","","Application: Disk 6 J:"
"Average","2025-04-01 22:14:30","2025-04-01 23:09:30","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","7 J:: Disk is overloaded (util > 92% for 15m)","55m","No","","Application: Disk 7 J:"
"Information","2025-04-01 22:13:35","2025-04-01 22:33:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","20m","No","","Application: General"
"Warning","2025-04-01 22:12:36","2025-04-01 22:22:34","RESOLVED","(USAM) SERVIDOR USMPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","9m 58s","No","","Application: Disk sda"
"Warning","2025-04-01 22:09:46","2025-04-01 22:19:46","RESOLVED","(UDI) SERVIDOR UDIPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","10m","No","","Application: Disk sda"
"Disaster","2025-04-01 22:09:41","2025-04-01 22:10:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 22:09:38","2025-04-01 22:10:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 1s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 22:04:30","2025-04-01 22:10:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-01 22:04:30","2025-04-01 22:13:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","9m","No","","Application: Interface Internal-Data0/1()"
"Information","2025-04-01 21:58:35","2025-04-01 22:03:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","5m","No","","Application: General"
"Average","2025-04-01 21:46:11","2025-04-01 21:53:11","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","2 E:: Disk read request responses are too high (read > 0.02s for 15m","7m","No","","Application: Disk 2 E:"
"Average","2025-04-01 21:45:41","2025-04-01 21:53:41","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","2 E:: Disk is overloaded (util > 92% for 15m)","8m","No","","Application: Disk 2 E:"
"Information","2025-04-01 21:43:35","2025-04-01 21:53:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","10m","No","","Application: General"
"Warning","2025-04-01 21:40:30","2025-04-01 21:43:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/1()"
"Information","2025-04-01 21:38:35","2025-04-01 21:38:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","0","No","","Application: General"
"Warning","2025-04-01 21:37:54","2025-04-01 21:42:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Warning","2025-04-01 21:34:30","2025-04-01 21:43:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","9m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-01 21:33:17","2025-04-01 21:38:14","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 57s","No","","Application: Disk sda, Canvas: MySQL"
"Information","2025-04-01 21:28:35","2025-04-01 21:33:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","5m","No","","Application: General"
"Average","2025-04-01 21:20:25","2025-04-02 12:16:27","RESOLVED","(CTEC) SERVIDOR ILUPBIEDW01","3 E:: Disk read request responses are too high (read > 0.02s for 15m","14h 56m 2s","No","","Application: Disk 3 E:"
"Disaster","2025-04-01 21:19:18","2025-04-02 00:55:18","RESOLVED","(CTEC) SERVIDOR C3P-SAPR01","""SAPHostExec"" (SAPHostExec) is not running (startup type automatic)","3h 36m","No","Actions (2)","Application: Services"
"Warning","2025-04-01 21:17:46","2025-04-01 21:22:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Warning","2025-04-01 21:07:46","2025-04-01 21:12:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 15m)","5m","No","","Application: Memory"
"Warning","2025-04-01 21:03:39","2025-04-01 23:13:39","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","High swap space usage ( more than 80% used)","2h 10m","No","","Application: Memory"
"Information","2025-04-01 21:03:35","2025-04-01 21:23:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","20m","No","","Application: General"
"Warning","2025-04-01 20:57:54","2025-04-01 21:02:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Warning","2025-04-01 20:57:46","2025-04-01 21:12:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","15m","No","","Application: Memory"
"Warning","2025-04-01 20:50:27","2025-04-02 01:50:27","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","Interface vmxnet3 Ethernet Adapter(Ethernet0): High bandwidth usage ( > 90% )","5h","No","","Application: Interface vmxnet3 Ethernet Adapter(Ethernet0), Application: Network interfaces"
"Disaster","2025-04-01 20:42:40","2025-04-01 20:43:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 1s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 20:42:39","2025-04-01 20:43:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 20:34:30","2025-04-01 20:37:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/1()"
"Warning","2025-04-01 20:30:03","2025-04-01 20:30:06","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP02","sdb: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","3s","No","","Application: Disk sdb"
"Warning","2025-04-01 20:27:46","2025-04-01 20:32:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Disaster","2025-04-01 20:26:32","2025-04-01 21:13:24","RESOLVED","(CTEC) SERVIDOR C3P-SAPR01","""SAPHostExec"" (SAPHostExec) is not running (startup type automatic)","46m 52s","No","Actions (2)","Application: Services"
"Average","2025-04-01 20:25:21","2025-04-01 20:30:21","RESOLVED","(CTEC) SERVIDOR COP-SCCM02","3 S:: Disk is overloaded (util > 95% for 15m)","5m","No","","Application: Disk 3 S:"
"Information","2025-04-01 20:23:35","2025-04-01 20:53:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","30m","No","","Application: General"
"Warning","2025-04-01 20:20:56","2025-04-01 20:30:55","RESOLVED","(UDI) SERVIDOR UDIPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","9m 59s","No","","Application: Disk sda"
"Warning","2025-04-01 20:19:30","2025-04-01 20:22:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-01 20:17:46","2025-04-01 20:22:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Average","2025-04-01 20:15:40","2025-04-01 20:17:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","2m","No","","Application: Disk 1 D:"
"Disaster","2025-04-01 20:14:42","2025-04-01 20:15:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 20:14:39","2025-04-01 20:15:38","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 20:07:54","2025-04-01 20:12:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Warning","2025-04-01 20:07:30","2025-04-01 20:10:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/0()"
"Average","2025-04-01 20:06:30","2025-04-01 21:22:30","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","7 J:: Disk is overloaded (util > 92% for 15m)","1h 16m","No","","Application: Disk 7 J:"
"Warning","2025-04-01 20:04:30","2025-04-01 20:28:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","24m","No","","Application: Interface Internal-Data0/1()"
"Warning","2025-04-01 20:04:21","2025-04-01 20:09:21","RESOLVED","(CTEC) SERVIDOR HEPPBUIAPP01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sda"
"Warning","2025-04-01 19:58:42","2025-04-01 19:58:45","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPAPP02","sdb: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","3s","No","","Application: Disk sdb"
"Warning","2025-04-01 19:58:41","2025-04-01 19:58:44","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPAPP02","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","3s","No","","Application: Disk sda"
"Warning","2025-04-01 19:58:14","2025-04-01 20:13:14","RESOLVED","(POLITECNICO) SERVIDOR PGPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","15m","No","","Application: Disk sda, Canvas: MySQL"
"Warning","2025-04-01 19:57:46","2025-04-01 20:02:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Information","2025-04-01 19:53:35","2025-04-01 20:13:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","20m","No","","Application: General"
"Warning","2025-04-01 19:49:47","2025-04-01 19:59:46","RESOLVED","(UDI) SERVIDOR UDIPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","9m 59s","No","","Application: Disk sda"
"Disaster","2025-04-01 19:49:41","2025-04-01 19:51:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_prod_hep_umad_5003 is not available in some capacity: red (3)","2m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 19:49:38","2025-04-01 19:51:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_prod_hep_umad_5003 is not available in some capacity: red (3)","2m 1s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 19:44:48","2025-04-01 20:14:47","RESOLVED","(HEP) SERVIDOR HEPPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","29m 59s","No","","Application: Disk sda"
